Game URL,Quarter,Time,Left Event,Right Event
Q5,10:00,앤드류 니콜슨 교체(IN),,
Q5,10:00,곽정훈 교체(IN),,
Q5,10:00,샘조세프 벨란겔 교체(IN),,
Q5,10:00,정성우 교체(IN),,
Q5,10:00,신승민 교체(IN),,
https://kbl.or.kr/match/record/S45G01N50/1,,,,
Q1,1쿼터 시작,,,
Q1,0:00,,제레미아 틸먼 교체(OUT),
Q1,0:00,,박준영 교체(OUT),
Q1,0:00,,문성곤 교체(OUT),
Q1,0:00,,최창진 교체(OUT),
Q1,0:00,,한희원 교체(OUT),
Q1,0:00,대릴 먼로 교체(OUT),,
Q1,0:00,칼 타마요 교체(OUT),,
Q1,0:00,두경민 교체(OUT),,
Q1,0:00,전성현 교체(OUT),,
Q1,0:00,유기상 교체(OUT),,
Q1,게임종료,,,
Q1,0:01,,한희원 스틸,
Q1,0:02,두경민 턴오버,,
Q1,0:19,,박준영 자유투성공,
Q1,0:19,,박준영 자유투성공,
Q1,0:19,,제레미아 틸먼 교체(IN),
Q1,0:19,,레이션 해먼즈 교체(OUT),
Q1,0:19,칼 타마요 교체(IN),,
Q1,0:19,정인덕 교체(OUT),,
Q1,0:19,두경민 교체(IN),,
Q1,0:19,양준석 교체(OUT),,
Q1,0:19,유기상 교체(IN),,
Q1,0:19,최진수 교체(OUT),,
Q1,0:19,대릴 먼로 교체(IN),,
Q1,0:19,박정현 교체(OUT),,
Q1,0:19,,최창진 교체(IN),
Q1,0:19,,허훈 교체(OUT),
Q1,0:19,팀파울,,
Q1,0:19,박정현 파울자유투,,
Q1,0:30,,박준영 수비리바운드,
Q1,0:32,전성현 3점슛시도,,
Q1,0:39,박정현 수비리바운드,,
Q1,0:41,,레이션 해먼즈 2점슛시도,
Q1,0:45,,한희원 스틸,
Q1,0:47,박정현 턴오버,,
Q1,1:02,,박준영 2점슛성공,
Q1,1:02,,박준영 공격리바운드,
Q1,1:04,,레이션 해먼즈 3점슛시도,
Q1,1:18,최진수 어시스트,,
Q1,1:18,정인덕 2점슛성공,,
Q1,1:30,,팀파울,
Q1,1:30,,레이션 해먼즈 파울,
Q1,1:41,,문성곤 어시스트,
Q1,1:41,,한희원 3점슛성공,
Q1,1:43,,문성곤 공격리바운드,
Q1,1:45,,한희원 2점슛시도,
Q1,1:50,,레이션 해먼즈 수비리바운드,
Q1,1:52,전성현 3점슛시도,,
Q1,2:04,,허훈 어시스트,
Q1,2:04,,레이션 해먼즈 2점슛성공,
Q1,2:20,,레이션 해먼즈 수비리바운드,
Q1,2:22,최진수 2점슛시도,,
Q1,2:35,박정현 교체(IN),,
Q1,2:35,대릴 먼로 교체(OUT),,
Q1,2:35,,팀파울,
Q1,2:35,,한희원 파울,
Q1,2:48,정인덕 수비리바운드,,
Q1,2:50,,레이션 해먼즈 자유투시도,
Q1,2:50,,레이션 해먼즈 자유투성공,
Q1,2:50,팀파울,,
Q1,2:50,최진수 파울자유투,,
Q1,2:57,정인덕 교체(IN),,
Q1,2:57,유기상 교체(OUT),,
Q1,2:57,전성현 교체(IN),,
Q1,2:57,허일영 교체(OUT),,
Q1,2:57,양준석 교체(IN),,
Q1,2:57,두경민 교체(OUT),,
Q1,2:57,최진수 교체(IN),,
Q1,2:57,칼 타마요 교체(OUT),,
Q1,2:57,팀파울,,
Q1,2:57,두경민 파울,,
Q1,3:03,허일영 2점슛성공,,
Q1,3:06,허일영 공격리바운드,,
Q1,3:08,칼 타마요 2점슛시도,,
Q1,3:28,,허훈 어시스트,
Q1,3:28,,한희원 3점슛성공,
Q1,3:38,,한희원 수비리바운드,
Q1,3:40,두경민 3점슛시도,,
Q1,3:59,유기상 수비리바운드,,
Q1,4:01,,문성곤 3점슛시도,
Q1,4:16,대릴 먼로 어시스트,,
Q1,4:16,칼 타마요 2점슛성공,,
Q1,4:39,,허훈 2점슛성공,
Q1,4:51,칼 타마요 3점슛성공,,
Q1,5:15,,허훈 어시스트,
Q1,5:15,,문성곤 3점슛성공,
Q1,5:27,,박준영 수비리바운드,
Q1,5:29,대릴 먼로 3점슛시도,,
Q1,5:46,대릴 먼로 수비리바운드,,
Q1,5:48,,레이션 해먼즈 3점슛시도,
Q1,5:56,,문성곤 공격리바운드,
Q1,5:58,,한희원 3점슛시도,
Q1,6:07,칼 타마요 어시스트,,
Q1,6:07,대릴 먼로 2점슛성공,,
Q1,6:23,,허훈 어시스트,
Q1,6:23,,레이션 해먼즈 3점슛성공,
Q1,6:40,,문성곤 수비리바운드,
Q1,6:42,허일영 2점슛시도,,
Q1,6:53,,팀파울,
Q1,6:53,,허훈 파울,
Q1,7:07,대릴 먼로 수비리바운드,,
Q1,7:09,,레이션 해먼즈 2점슛시도,
Q1,7:22,두경민 3점슛성공,,
Q1,7:31,,허훈 어시스트,
Q1,7:31,,레이션 해먼즈 3점슛성공,
Q1,7:40,칼 타마요 2점슛성공,,
Q1,8:04,,레이션 해먼즈 자유투성공,
Q1,8:04,,레이션 해먼즈 자유투성공,
Q1,8:04,팀파울,,
Q1,8:04,칼 타마요 파울자유투,,
Q1,8:12,팀파울,,
Q1,8:12,허일영 파울,,
Q1,8:18,칼 타마요 어시스트,,
Q1,8:18,두경민 2점슛성공,,
Q1,8:36,,팀파울,
Q1,8:36,,문성곤 파울,
Q1,8:39,유기상 수비리바운드,,
Q1,8:41,,박준영 3점슛시도,
Q1,8:57,칼 타마요 어시스트,,
Q1,8:57,유기상 3점슛성공,,
Q1,9:12,대릴 먼로 수비리바운드,,
Q1,9:13,,한희원 2점슛시도,
Q1,9:33,두경민 2점슛성공,,
Q1,9:35,두경민 공격리바운드,,
Q1,9:37,허일영 2점슛시도,,
Q1,게임시작,,,
Q1,10:00,,박준영 교체(IN),
Q1,10:00,,레이션 해먼즈 교체(IN),
Q1,10:00,,문성곤 교체(IN),
Q1,10:00,,허훈 교체(IN),
Q1,10:00,,한희원 교체(IN),
Q1,10:00,대릴 먼로 교체(IN),,
Q1,10:00,칼 타마요 교체(IN),,
Q1,10:00,두경민 교체(IN),,
Q1,10:00,허일영 교체(IN),,
Q1,10:00,유기상 교체(IN),,
Q2,2쿼터 시작,,,
Q2,0:00,,레이션 해먼즈 교체(OUT),
Q2,0:00,,이현석 교체(OUT),
Q2,0:00,,문성곤 교체(OUT),
Q2,0:00,,허훈 교체(OUT),
Q2,0:00,,한희원 교체(OUT),
Q2,0:00,대릴 먼로 교체(OUT),,
Q2,0:00,허일영 교체(OUT),,
Q2,0:00,양준석 교체(OUT),,
Q2,0:00,장민국 교체(OUT),,
Q2,0:00,유기상 교체(OUT),,
Q2,게임종료,,,
Q2,0:01,양준석 3점슛시도,,
Q2,0:02,장민국 수비리바운드,,
Q2,0:03,장민국 블록,,
Q2,0:04,,허훈 2점슛시도,
Q2,0:20,대릴 먼로 어시스트,,
Q2,0:20,양준석 2점슛성공,,
Q2,0:43,,팀속공,
Q2,0:43,,레이션 해먼즈 2점슛성공,
Q2,0:43,,레이션 해먼즈 스틸,
Q2,0:45,양준석 턴오버,,
Q2,0:54,,허훈 어시스트,
Q2,0:54,,레이션 해먼즈 2점슛성공,
Q2,1:13,,팀리바운드,
Q2,1:15,유기상 3점슛시도,,
Q2,1:19,유기상 공격리바운드,,
Q2,1:21,장민국 3점슛시도,,
Q2,1:36,작전시간,,
Q2,1:36,,허훈 자유투성공,
Q2,1:36,,허훈 자유투시도,
Q2,1:36,팀파울,,
Q2,1:36,장민국 파울자유투,,
Q2,1:59,대릴 먼로 2점슛성공,,
Q2,2:12,장민국 공격리바운드,,
Q2,2:14,유기상 3점슛시도,,
Q2,2:18,대릴 먼로 수비리바운드,,
Q2,2:20,,문성곤 2점슛시도,
Q2,2:44,,허훈 교체(IN),
Q2,2:44,,최창진 교체(OUT),
Q2,2:44,,레이션 해먼즈 교체(IN),
Q2,2:44,,제레미아 틸먼 교체(OUT),
Q2,2:44,,작전시간,
Q2,2:44,허일영 자유투성공,,
Q2,2:44,허일영 자유투시도,,
Q2,2:44,,팀파울,
Q2,2:44,,제레미아 틸먼 파울자유투,
Q2,2:49,유기상 수비리바운드,,
Q2,2:51,,문성곤 3점슛시도,
Q2,3:10,대릴 먼로 2점슛성공,,
Q2,3:30,,최창진 턴오버,
Q2,3:49,,문성곤 교체(IN),
Q2,3:49,,박준영 교체(OUT),
Q2,3:49,,팀리바운드,
Q2,3:49,양준석 3점슛시도,,
Q2,4:12,장민국 굿디펜스,,
Q2,4:12,,박준영 턴오버,
Q2,4:12,,팀파울,
Q2,4:12,,박준영 파울,
Q2,4:18,장민국 교체(IN),,
Q2,4:18,칼 타마요 교체(OUT),,
Q2,4:18,허일영 교체(IN),,
Q2,4:18,정인덕 교체(OUT),,
Q2,4:18,유기상 교체(IN),,
Q2,4:18,전성현 교체(OUT),,
Q2,4:18,팀파울,,
Q2,4:18,양준석 파울,,
Q2,4:30,대릴 먼로 2점슛성공,,
Q2,4:44,,이현석 어시스트,
Q2,4:44,,제레미아 틸먼 2점슛성공,
Q2,4:56,,제레미아 틸먼 수비리바운드,
Q2,5:03,,박준영 블록,
Q2,5:06,칼 타마요 2점슛시도,,
Q2,5:25,,최창진 자유투성공,
Q2,5:25,,제레미아 틸먼 어시스트,
Q2,5:25,,최창진 자유투성공,
Q2,5:25,팀파울,,
Q2,5:25,양준석 파울자유투,,
Q2,5:42,,제레미아 틸먼 수비리바운드,
Q2,5:45,정인덕 3점슛시도,,
Q2,5:59,작전시간,,
Q2,5:59,,팀속공,
Q2,5:59,,이현석 2점슛성공,
Q2,5:59,,이현석 스틸,
Q2,5:59,칼 타마요 턴오버,,
Q2,6:05,양준석 스틸,,
Q2,6:07,,제레미아 틸먼 턴오버,
Q2,6:13,,이현석 수비리바운드,
Q2,6:16,전성현 3점슛시도,,
Q2,6:28,,박준영 어시스트,
Q2,6:28,,제레미아 틸먼 덩크슛성공,
Q2,6:31,,박준영 공격리바운드,
Q2,6:33,,박준영 2점슛시도,
Q2,6:44,,최창진 스틸,
Q2,6:46,칼 타마요 턴오버,,
Q2,7:02,,팀파울,
Q2,7:02,,박준영 파울,
Q2,7:02,칼 타마요 스틸,,
Q2,7:03,,제레미아 틸먼 턴오버,
Q2,7:10,,최창진 수비리바운드,
Q2,7:12,칼 타마요 3점슛시도,,
Q2,7:18,양준석 교체(IN),,
Q2,7:18,두경민 교체(OUT),,
Q2,7:18,,팀파울,
Q2,7:18,,이현석 파울,
Q2,7:29,,박준영 2점슛성공,
Q2,7:49,팀속공,,
Q2,7:50,정인덕 2점슛성공,,
Q2,7:53,정인덕 수비리바운드,,
Q2,7:56,,한희원 3점슛시도,
Q2,8:19,,작전시간,
Q2,8:19,대릴 먼로 어시스트,,
Q2,8:19,전성현 3점슛성공,,
Q2,8:23,칼 타마요 스틸,,
Q2,8:25,,제레미아 틸먼 턴오버,
Q2,8:43,,제레미아 틸먼 수비리바운드,
Q2,8:46,전성현 자유투시도,,
Q2,8:46,대릴 먼로 어시스트,,
Q2,8:46,전성현 자유투성공,,
Q2,8:46,,팀파울,
Q2,8:46,,이현석 파울자유투,
Q2,9:03,,박준영 어시스트,
Q2,9:03,,최창진 3점슛성공,
Q2,9:14,,이현석 교체(IN),
Q2,9:14,,문성곤 교체(OUT),
Q2,9:14,,최창진 교체(IN),
Q2,9:14,,허훈 교체(OUT),
Q2,9:14,정인덕 교체(IN),,
Q2,9:14,유기상 교체(OUT),,
Q2,9:14,팀파울,,
Q2,9:14,유기상 파울,,
Q2,9:14,,박준영 공격리바운드,
Q2,9:16,,허훈 3점슛시도,
Q2,9:24,,박준영 수비리바운드,
Q2,9:26,유기상 2점슛시도,,
Q2,9:39,대릴 먼로 수비리바운드,,
Q2,9:40,칼 타마요 블록,,
Q2,9:41,,허훈 2점슛시도,
Q2,10:00,,허훈 교체(IN),
Q2,10:00,,최창진 교체(OUT),
Q2,게임시작,,,
Q2,10:00,,제레미아 틸먼 교체(IN),
Q2,10:00,,박준영 교체(IN),
Q2,10:00,,문성곤 교체(IN),
Q2,10:00,,최창진 교체(IN),
Q2,10:00,,한희원 교체(IN),
Q2,10:00,대릴 먼로 교체(IN),,
Q2,10:00,칼 타마요 교체(IN),,
Q2,10:00,두경민 교체(IN),,
Q2,10:00,전성현 교체(IN),,
Q2,10:00,유기상 교체(IN),,
Q3,3쿼터 시작,,,
Q3,0:00,,박준영 교체(OUT),
Q3,0:00,,레이션 해먼즈 교체(OUT),
Q3,0:00,,이현석 교체(OUT),
Q3,0:00,,최창진 교체(OUT),
Q3,0:00,,한희원 교체(OUT),
Q3,0:00,박정현 교체(OUT),,
Q3,0:00,전성현 교체(OUT),,
Q3,0:00,정인덕 교체(OUT),,
Q3,0:00,양준석 교체(OUT),,
Q3,0:00,최진수 교체(OUT),,
Q3,게임종료,,,
Q3,0:01,,이현석 3점슛시도,
Q3,0:02,,이현석 수비리바운드,
Q3,0:03,박정현 2점슛시도,,
Q3,0:12,,레이션 해먼즈 3점슛성공,
Q3,0:29,,레이션 해먼즈 수비리바운드,
Q3,0:31,최진수 3점슛시도,,
Q3,0:40,,레이션 해먼즈 어시스트,
Q3,0:40,,박준영 3점슛성공,
Q3,0:58,,레이션 해먼즈 수비리바운드,
Q3,1:01,전성현 자유투시도,,
Q3,1:01,전성현 자유투성공,,
Q3,1:01,,팀파울,
Q3,1:01,,박준영 파울자유투,
Q3,1:14,박정현 수비리바운드,,
Q3,1:17,,레이션 해먼즈 자유투시도,
Q3,1:17,,최창진 어시스트,
Q3,1:17,,레이션 해먼즈 자유투성공,
Q3,1:17,팀파울,,
Q3,1:17,양준석 파울자유투,,
Q3,1:33,양준석 2점슛성공,,
Q3,1:47,,레이션 해먼즈 2점슛성공,
Q3,1:48,,레이션 해먼즈 공격리바운드,
Q3,1:48,,박준영 2점슛시도,
Q3,1:50,,박준영 공격리바운드,
Q3,1:51,,최창진 2점슛시도,
Q3,2:03,작전시간,,
Q3,2:03,전성현 교체(IN),,
Q3,2:03,유기상 교체(OUT),,
Q3,2:03,,최창진 교체(IN),
Q3,2:03,,허훈 교체(OUT),
Q3,2:03,박정현 교체(IN),,
Q3,2:03,대릴 먼로 교체(OUT),,
Q3,2:03,양준석 교체(IN),,
Q3,2:03,두경민 교체(OUT),,
Q3,2:03,팀파울,,
Q3,2:03,대릴 먼로 파울,,
Q3,2:15,두경민 어시스트,,
Q3,2:15,대릴 먼로 2점슛성공,,
Q3,2:39,대릴 먼로 수비리바운드,,
Q3,2:40,,허훈 2점슛시도,
Q3,2:52,팀속공,,
Q3,2:53,두경민 어시스트,,
Q3,2:53,정인덕 3점슛성공,,
Q3,2:57,두경민 스틸,,
Q3,3:00,,허훈 턴오버,
Q3,3:08,정인덕 교체(IN),,
Q3,3:08,허일영 교체(OUT),,
Q3,3:08,,한희원 교체(IN),
Q3,3:08,,문성곤 교체(OUT),
Q3,3:08,팀파울,,
Q3,3:08,허일영 파울,,
Q3,3:22,대릴 먼로 어시스트,,
Q3,3:22,두경민 2점슛성공,,
Q3,3:31,허일영 공격리바운드,,
Q3,3:33,두경민 2점슛시도,,
Q3,3:38,허일영 공격리바운드,,
Q3,3:41,대릴 먼로 2점슛시도,,
Q3,3:56,대릴 먼로 수비리바운드,,
Q3,3:58,,박준영 2점슛시도,
Q3,4:02,,이현석 스틸,
Q3,4:04,대릴 먼로 턴오버,,
Q3,4:05,대릴 먼로 수비리바운드,,
Q3,4:07,,문성곤 3점슛시도,
Q3,4:20,,박준영 공격리바운드,
Q3,4:22,,박준영 2점슛시도,
Q3,4:42,,작전시간,
Q3,4:42,팀속공,,
Q3,4:42,두경민 어시스트,,
Q3,4:42,유기상 2점슛성공,,
Q3,4:42,대릴 먼로 스틸,,
Q3,4:44,,레이션 해먼즈 턴오버,
Q3,4:59,대릴 먼로 2점슛성공,,
Q3,5:17,,이현석 교체(IN),
Q3,5:17,,한희원 교체(OUT),
Q3,5:17,,팀파울,
Q3,5:17,,한희원 파울,
Q3,5:17,최진수 수비리바운드,,
Q3,5:18,,박준영 3점슛시도,
Q3,5:30,최진수 턴오버,,
Q3,5:41,최진수 교체(IN),,
Q3,5:41,칼 타마요 교체(OUT),,
Q3,5:41,,팀파울,
Q3,5:41,,한희원 파울,
Q3,5:44,대릴 먼로 수비리바운드,,
Q3,5:45,,문성곤 3점슛시도,
Q3,6:00,,레이션 해먼즈 수비리바운드,
Q3,6:02,칼 타마요 3점슛시도,,
Q3,6:20,,허훈 어시스트,
Q3,6:20,,레이션 해먼즈 2점슛성공,
Q3,6:28,,박준영 수비리바운드,
Q3,6:31,허일영 3점슛시도,,
Q3,6:38,유기상 수비리바운드,,
Q3,6:40,,레이션 해먼즈 3점슛시도,
Q3,6:46,팀파울,,
Q3,6:46,두경민 파울,,
Q3,6:55,칼 타마요 어시스트,,
Q3,6:55,두경민 3점슛성공,,
Q3,7:05,,팀파울,
Q3,7:05,,박준영 파울,
Q3,7:05,허일영 스틸,,
Q3,7:05,,박준영 턴오버,
Q3,7:22,두경민 어시스트,,
Q3,7:22,허일영 2점슛성공,,
Q3,7:32,허일영 공격리바운드,,
Q3,7:35,칼 타마요 3점슛시도,,
Q3,8:01,작전시간,,
Q3,8:01,,팀속공,
Q3,8:01,,레이션 해먼즈 2점슛성공,
Q3,8:04,,박준영 수비리바운드,
Q3,8:06,칼 타마요 2점슛시도,,
Q3,8:27,,허훈 어시스트,
Q3,8:27,,문성곤 2점슛성공,
Q3,8:43,팀파울,,
Q3,8:43,허일영 파울,,
Q3,8:43,,레이션 해먼즈 수비리바운드,
Q3,8:44,두경민 3점슛시도,,
Q3,9:00,,레이션 해먼즈 2점슛성공,
Q3,9:17,,레이션 해먼즈 수비리바운드,
Q3,9:19,대릴 먼로 2점슛시도,,
Q3,9:20,대릴 먼로 공격리바운드,,
Q3,9:22,허일영 3점슛시도,,
Q3,9:35,,허훈 어시스트,
Q3,9:35,,레이션 해먼즈 2점슛성공,
Q3,9:45,,문성곤 수비리바운드,
Q3,9:47,유기상 3점슛시도,,
Q3,10:00,칼 타마요 교체(IN),,
Q3,10:00,두경민 교체(IN),,
Q3,10:00,양준석 교체(OUT),,
Q3,10:00,장민국 교체(OUT),,
Q3,10:00,,박준영 교체(IN),
Q3,10:00,,이현석 교체(OUT),
Q3,게임시작,,,
Q3,10:00,,레이션 해먼즈 교체(IN),
Q3,10:00,,이현석 교체(IN),
Q3,10:00,,문성곤 교체(IN),
Q3,10:00,,허훈 교체(IN),
Q3,10:00,,한희원 교체(IN),
Q3,10:00,대릴 먼로 교체(IN),,
Q3,10:00,허일영 교체(IN),,
Q3,10:00,양준석 교체(IN),,
Q3,10:00,장민국 교체(IN),,
Q3,10:00,유기상 교체(IN),,
Q4,4쿼터 시작,,,
Q4,0:00,,박준영 교체(OUT),
Q4,0:00,,레이션 해먼즈 교체(OUT),
Q4,0:00,,이현석 교체(OUT),
Q4,0:00,,허훈 교체(OUT),
Q4,0:00,,한희원 교체(OUT),
Q4,0:00,대릴 먼로 교체(OUT),,
Q4,0:00,칼 타마요 교체(OUT),,
Q4,0:00,두경민 교체(OUT),,
Q4,0:00,전성현 교체(OUT),,
Q4,0:00,정인덕 교체(OUT),,
Q4,게임종료,,,
Q4,0:01,,팀리바운드,
Q4,0:01,,허훈 블록,
Q4,0:01,두경민 3점슛시도,,
Q4,0:01,두경민 수비리바운드,,
Q4,0:03,,허훈 2점슛시도,
Q4,0:26,,레이션 해먼즈 수비리바운드,
Q4,0:28,칼 타마요 2점슛시도,,
Q4,0:29,칼 타마요 공격리바운드,,
Q4,0:30,전성현 3점슛시도,,
Q4,0:38,정인덕 교체(IN),,
Q4,0:38,유기상 교체(OUT),,
Q4,0:38,작전시간,,
Q4,0:38,팀리바운드,,
Q4,0:38,,허훈 2점슛시도,
Q4,0:45,,레이션 해먼즈 공격리바운드,
Q4,0:47,,한희원 3점슛시도,
Q4,0:50,,이현석 공격리바운드,
Q4,0:55,,허훈 2점슛시도,
Q4,1:14,,레이션 해먼즈 수비리바운드,
Q4,1:16,유기상 자유투시도,,
Q4,1:16,유기상 자유투성공,,
Q4,1:16,,팀파울,
Q4,1:16,,이현석 파울자유투,
Q4,1:16,두경민 스틸,,
Q4,1:18,,박준영 턴오버,
Q4,1:23,,박준영 스틸,
Q4,1:25,칼 타마요 턴오버,,
Q4,1:42,,허훈 3점슛성공,
Q4,1:57,두경민 어시스트,,
Q4,1:57,유기상 3점슛성공,,
Q4,2:09,,팀파울,
Q4,2:09,,이현석 파울,
Q4,2:16,두경민 수비리바운드,,
Q4,2:18,,레이션 해먼즈 3점슛시도,
Q4,2:36,,레이션 해먼즈 수비리바운드,
Q4,2:37,,레이션 해먼즈 블록,
Q4,2:39,칼 타마요 2점슛시도,,
Q4,2:49,,팀파울,
Q4,2:49,,허훈 파울,
Q4,2:58,,박준영 자유투성공,
Q4,2:58,,박준영 자유투성공,
Q4,2:58,팀파울,,
Q4,2:58,칼 타마요 파울자유투,,
Q4,3:17,두경민 2점슛성공,,
Q4,3:35,대릴 먼로 수비리바운드,,
Q4,3:37,,허훈 2점슛시도,
Q4,3:54,,박준영 스틸,
Q4,3:56,대릴 먼로 턴오버,,
Q4,4:09,두경민 스틸,,
Q4,4:11,,허훈 턴오버,
Q4,4:36,,이현석 교체(IN),
Q4,4:36,,문성곤 교체(OUT),
Q4,4:36,,작전시간,
Q4,4:36,팀속공,,
Q4,4:36,대릴 먼로 어시스트,,
Q4,4:36,칼 타마요 3점슛성공,,
Q4,4:42,칼 타마요 수비리바운드,,
Q4,4:44,,허훈 3점슛시도,
Q4,5:09,대릴 먼로 어시스트,,
Q4,5:09,두경민 3점슛성공,,
Q4,5:25,,팀파울,
Q4,5:25,,허훈 파울,
Q4,5:25,대릴 먼로 수비리바운드,,
Q4,5:26,,레이션 해먼즈 2점슛시도,
Q4,5:27,,레이션 해먼즈 공격리바운드,
Q4,5:28,,레이션 해먼즈 2점슛시도,
Q4,5:40,전성현 교체(IN),,
Q4,5:40,정인덕 교체(OUT),,
Q4,5:40,,문성곤 교체(IN),
Q4,5:40,,이현석 교체(OUT),
Q4,5:40,팀파울,,
Q4,5:40,정인덕 파울,,
Q4,5:40,,레이션 해먼즈 수비리바운드,
Q4,5:42,정인덕 3점슛시도,,
Q4,6:03,,허훈 어시스트,
Q4,6:03,,박준영 2점슛성공,
Q4,6:17,팀파울,,
Q4,6:17,대릴 먼로 파울,,
Q4,6:17,,레이션 해먼즈 스틸,
Q4,6:17,대릴 먼로 턴오버,,
Q4,6:31,,박준영 자유투성공,
Q4,6:31,,박준영 자유투성공,
Q4,6:31,팀파울,,
Q4,6:31,정인덕 파울자유투,,
Q4,6:48,,레이션 해먼즈 수비리바운드,
Q4,6:50,칼 타마요 2점슛시도,,
Q4,7:10,,박준영 턴오버,
Q4,7:27,두경민 2점슛성공,,
Q4,7:42,,허훈 2점슛성공,
Q4,7:51,,이현석 수비리바운드,
Q4,7:54,정인덕 3점슛시도,,
Q4,8:06,,팀파울,
Q4,8:06,,한희원 파울,
Q4,8:07,대릴 먼로 수비리바운드,,
Q4,8:08,,레이션 해먼즈 2점슛시도,
Q4,8:10,,레이션 해먼즈 공격리바운드,
Q4,8:11,,레이션 해먼즈 2점슛시도,
Q4,8:31,유기상 어시스트,,
Q4,8:31,칼 타마요 3점슛성공,,
Q4,8:47,,레이션 해먼즈 2점슛성공,
Q4,9:04,팀파울,,
Q4,9:04,칼 타마요 파울,,
Q4,9:04,,팀리바운드,
Q4,9:04,,박준영 2점슛시도,
Q4,9:20,칼 타마요 2점슛성공,,
Q4,9:41,,허훈 2점슛성공,
Q4,10:00,대릴 먼로 교체(IN),,
Q4,10:00,칼 타마요 교체(IN),,
Q4,10:00,두경민 교체(IN),,
Q4,10:00,유기상 교체(IN),,
Q4,10:00,박정현 교체(OUT),,
Q4,10:00,전성현 교체(OUT),,
Q4,10:00,양준석 교체(OUT),,
Q4,10:00,최진수 교체(OUT),,
Q4,10:00,,허훈 교체(IN),
Q4,10:00,,최창진 교체(OUT),
Q4,게임시작,,,
Q4,10:00,,박준영 교체(IN),
Q4,10:00,,레이션 해먼즈 교체(IN),
Q4,10:00,,이현석 교체(IN),
Q4,10:00,,최창진 교체(IN),
Q4,10:00,,한희원 교체(IN),
Q4,10:00,박정현 교체(IN),,
Q4,10:00,전성현 교체(IN),,
Q4,10:00,정인덕 교체(IN),,
Q4,10:00,양준석 교체(IN),,
Q4,10:00,최진수 교체(IN),,
Q5,4쿼터 시작,,,
Q5,0:00,,박준영 교체(OUT),
Q5,0:00,,레이션 해먼즈 교체(OUT),
Q5,0:00,,이현석 교체(OUT),
Q5,0:00,,허훈 교체(OUT),
Q5,0:00,,한희원 교체(OUT),
Q5,0:00,대릴 먼로 교체(OUT),,
Q5,0:00,칼 타마요 교체(OUT),,
Q5,0:00,두경민 교체(OUT),,
Q5,0:00,전성현 교체(OUT),,
Q5,0:00,정인덕 교체(OUT),,
Q5,게임종료,,,
Q5,0:01,,팀리바운드,
Q5,0:01,,허훈 블록,
Q5,0:01,두경민 3점슛시도,,
Q5,0:01,두경민 수비리바운드,,
Q5,0:03,,허훈 2점슛시도,
Q5,0:26,,레이션 해먼즈 수비리바운드,
Q5,0:28,칼 타마요 2점슛시도,,
Q5,0:29,칼 타마요 공격리바운드,,
Q5,0:30,전성현 3점슛시도,,
Q5,0:38,정인덕 교체(IN),,
Q5,0:38,유기상 교체(OUT),,
Q5,0:38,작전시간,,
Q5,0:38,팀리바운드,,
Q5,0:38,,허훈 2점슛시도,
Q5,0:45,,레이션 해먼즈 공격리바운드,
Q5,0:47,,한희원 3점슛시도,
Q5,0:50,,이현석 공격리바운드,
Q5,0:55,,허훈 2점슛시도,
Q5,1:14,,레이션 해먼즈 수비리바운드,
Q5,1:16,유기상 자유투시도,,
Q5,1:16,유기상 자유투성공,,
Q5,1:16,,팀파울,
Q5,1:16,,이현석 파울자유투,
Q5,1:16,두경민 스틸,,
Q5,1:18,,박준영 턴오버,
Q5,1:23,,박준영 스틸,
Q5,1:25,칼 타마요 턴오버,,
Q5,1:42,,허훈 3점슛성공,
Q5,1:57,두경민 어시스트,,
Q5,1:57,유기상 3점슛성공,,
Q5,2:09,,팀파울,
Q5,2:09,,이현석 파울,
Q5,2:16,두경민 수비리바운드,,
Q5,2:18,,레이션 해먼즈 3점슛시도,
Q5,2:36,,레이션 해먼즈 수비리바운드,
Q5,2:37,,레이션 해먼즈 블록,
Q5,2:39,칼 타마요 2점슛시도,,
Q5,2:49,,팀파울,
Q5,2:49,,허훈 파울,
Q5,2:58,,박준영 자유투성공,
Q5,2:58,,박준영 자유투성공,
Q5,2:58,팀파울,,
Q5,2:58,칼 타마요 파울자유투,,
Q5,3:17,두경민 2점슛성공,,
Q5,3:35,대릴 먼로 수비리바운드,,
Q5,3:37,,허훈 2점슛시도,
Q5,3:54,,박준영 스틸,
Q5,3:56,대릴 먼로 턴오버,,
Q5,4:09,두경민 스틸,,
Q5,4:11,,허훈 턴오버,
Q5,4:36,,이현석 교체(IN),
Q5,4:36,,문성곤 교체(OUT),
Q5,4:36,,작전시간,
Q5,4:36,팀속공,,
Q5,4:36,대릴 먼로 어시스트,,
Q5,4:36,칼 타마요 3점슛성공,,
Q5,4:42,칼 타마요 수비리바운드,,
Q5,4:44,,허훈 3점슛시도,
Q5,5:09,대릴 먼로 어시스트,,
Q5,5:09,두경민 3점슛성공,,
Q5,5:25,,팀파울,
Q5,5:25,,허훈 파울,
Q5,5:25,대릴 먼로 수비리바운드,,
Q5,5:26,,레이션 해먼즈 2점슛시도,
Q5,5:27,,레이션 해먼즈 공격리바운드,
Q5,5:28,,레이션 해먼즈 2점슛시도,
Q5,5:40,전성현 교체(IN),,
Q5,5:40,정인덕 교체(OUT),,
