Game URL,Quarter,Time,Left Event,Right Event
Q1,0:14,김종규 교체(OUT),,
Q1,0:14,이선 알바노 교체(IN),,
Q1,0:14,김시래 교체(OUT),,
Q1,0:14,로버트 카터 교체(IN),,
Q1,0:14,치나누 오누아쿠 교체(OUT),,
Q1,0:14,,샘조세프 벨란겔 자유투성공,
Q1,0:14,,샘조세프 벨란겔 자유투성공,
Q1,0:14,유현준 파울자유투,,
Q1,0:14,,유슈 은도예 수비리바운드,
Q1,0:15,치나누 오누아쿠 2점슛시도,,
Q1,0:29,김시래 수비리바운드,,
Q1,0:30,,유슈 은도예 2점슛시도,
Q1,0:51,,신승민 수비리바운드,
Q1,0:53,치나누 오누아쿠 2점슛시도,,
Q1,0:56,강상재 공격리바운드,,
Q1,0:58,김시래 2점슛시도,,
Q1,1:20,,샘조세프 벨란겔 교체(IN),
Q1,1:20,,박지훈 교체(OUT),
Q1,1:20,,유슈 은도예 교체(IN),
Q1,1:20,,앤드류 니콜슨 교체(OUT),
Q1,1:20,,박지훈 자유투성공,
Q1,1:20,,박지훈 자유투성공,
Q1,1:20,팀파울,,
Q1,1:20,유현준 파울자유투,,
Q1,1:23,팀파울,,
Q1,1:23,김시래 파울,,
Q1,1:35,,신승민 수비리바운드,
Q1,1:36,김시래 자유투시도,,
Q1,1:36,김시래 자유투시도,,
Q1,1:36,,박지훈 교체(IN),
Q1,1:36,,샘조세프 벨란겔 교체(OUT),
Q1,1:36,,샘조세프 벨란겔 파울자유투,
Q1,1:44,유현준 굿디펜스,,
Q1,1:44,,샘조세프 벨란겔 턴오버,
Q1,1:44,,팀파울,
Q1,1:44,,샘조세프 벨란겔 파울,
Q1,1:45,,정성우 수비리바운드,
Q1,1:46,유현준 3점슛시도,,
Q1,1:58,,샘조세프 벨란겔 어시스트,
Q1,1:58,,신승민 3점슛성공,
Q1,2:20,김종규 자유투성공,,
Q1,2:20,김종규 자유투시도,,
Q1,2:20,,정성우 교체(IN),
Q1,2:20,,김낙현 교체(OUT),
Q1,2:20,,팀파울,
Q1,2:20,,신승민 파울자유투,
Q1,2:20,김종규 공격리바운드,,
Q1,2:20,,앤드류 니콜슨 블록,
Q1,2:21,김종규 2점슛시도,,
Q1,2:34,김종규 수비리바운드,,
Q1,2:35,,샘조세프 벨란겔 3점슛시도,
Q1,3:01,김종규 어시스트,,
Q1,3:01,치나누 오누아쿠 2점슛성공,,
Q1,3:22,,김낙현 어시스트,
Q1,3:22,,앤드류 니콜슨 3점슛성공,
Q1,3:28,,양재혁 공격리바운드,
Q1,3:30,,김낙현 3점슛시도,
Q1,3:43,치나누 오누아쿠 어시스트,,
Q1,3:43,유현준 3점슛성공,,
Q1,3:55,치나누 오누아쿠 공격리바운드,,
Q1,3:56,김종규 2점슛시도,,
Q1,4:04,치나누 오누아쿠 공격리바운드,,
Q1,4:06,유현준 3점슛시도,,
Q1,4:20,,샘조세프 벨란겔 교체(IN),
Q1,4:20,,박지훈 교체(OUT),
Q1,4:20,김종규 교체(IN),,
Q1,4:20,김시래 교체(IN),,
Q1,4:20,유현준 교체(IN),,
Q1,4:20,이선 알바노 교체(OUT),,
Q1,4:20,김영현 교체(OUT),,
Q1,4:20,이관희 교체(OUT),,
Q1,4:20,작전시간,,
Q1,4:20,,박지훈 어시스트,
Q1,4:20,,신승민 3점슛성공,
Q1,4:35,,박지훈 수비리바운드,
Q1,4:37,치나누 오누아쿠 3점슛시도,,
Q1,4:46,치나누 오누아쿠 수비리바운드,,
Q1,4:48,,김낙현 2점슛시도,
Q1,5:04,이관희 턴오버,,
Q1,5:19,,앤드류 니콜슨 2점슛성공,
Q1,5:21,,앤드류 니콜슨 공격리바운드,
Q1,5:22,,앤드류 니콜슨 2점슛시도,
Q1,5:23,,앤드류 니콜슨 공격리바운드,
Q1,5:24,,신승민 2점슛시도,
Q1,5:45,이관희 자유투성공,,
Q1,5:45,이관희 자유투시도,,
Q1,5:45,,팀파울,
Q1,5:45,,김낙현 파울자유투,
Q1,6:01,강상재 수비리바운드,,
Q1,6:03,,신승민 3점슛시도,
Q1,6:20,이관희 교체(IN),,
Q1,6:20,김훈 교체(OUT),,
Q1,6:20,치나누 오누아쿠 턴오버,,
Q1,6:34,,팀파울,
Q1,6:34,,박지훈 파울,
Q1,6:35,치나누 오누아쿠 스틸,,
Q1,6:36,,신승민 턴오버,
Q1,6:47,팀파울,,
Q1,6:47,김훈 파울,,
Q1,6:47,,양재혁 공격리바운드,
Q1,6:51,,앤드류 니콜슨 2점슛시도,
Q1,7:02,팀파울,,
Q1,7:02,김영현 파울,,
Q1,7:03,,앤드류 니콜슨 수비리바운드,
Q1,7:04,,앤드류 니콜슨 블록,
Q1,7:05,강상재 2점슛시도,,
Q1,7:17,,김낙현 어시스트,
Q1,7:17,,앤드류 니콜슨 3점슛성공,
Q1,7:26,팀파울,,
Q1,7:26,김훈 파울,,
Q1,7:29,,박지훈 스틸,
Q1,7:30,이선 알바노 턴오버,,
Q1,7:38,,앤드류 니콜슨 2점슛성공,
Q1,7:55,팀속공,,
Q1,7:56,이선 알바노 어시스트,,
Q1,7:56,강상재 2점슛성공,,
Q1,7:59,김훈 스틸,,
Q1,8:00,,김낙현 턴오버,
Q1,8:12,,신승민 수비리바운드,
Q1,8:14,,김낙현 블록,
Q1,8:14,김훈 2점슛시도,,
Q1,8:17,김훈 스틸,,
Q1,8:18,,박지훈 턴오버,
Q1,8:21,,박지훈 스틸,
Q1,8:22,치나누 오누아쿠 턴오버,,
Q1,8:29,,김낙현 어시스트,
Q1,8:29,,양재혁 2점슛성공,
Q1,8:53,이선 알바노 2점슛성공,,
Q1,9:21,,신승민 어시스트,
Q1,9:21,,앤드류 니콜슨 3점슛성공,
Q1,9:38,,앤드류 니콜슨 수비리바운드,
Q1,9:40,이선 알바노 2점슛시도,,
Q1,9:51,,팀파울,
Q1,9:51,,양재혁 파울,
Q1,게임시작,,,
Q1,10:00,,앤드류 니콜슨 교체(IN),
Q1,10:00,,양재혁 교체(IN),
Q1,10:00,,박지훈 교체(IN),
Q1,10:00,,김낙현 교체(IN),
Q1,10:00,,신승민 교체(IN),
Q1,10:00,치나누 오누아쿠 교체(IN),,
Q1,10:00,강상재 교체(IN),,
Q1,10:00,이선 알바노 교체(IN),,
Q1,10:00,김훈 교체(IN),,
Q1,10:00,김영현 교체(IN),,
Q2,2쿼터 시작,,,
Q2,0:00,,앤드류 니콜슨 교체(OUT),
Q2,0:00,,샘조세프 벨란겔 교체(OUT),
Q2,0:00,,박지훈 교체(OUT),
Q2,0:00,,김낙현 교체(OUT),
Q2,0:00,,신승민 교체(OUT),
Q2,0:00,치나누 오누아쿠 교체(OUT),,
Q2,0:00,강상재 교체(OUT),,
Q2,0:00,이선 알바노 교체(OUT),,
Q2,0:00,김영현 교체(OUT),,
Q2,0:00,이관희 교체(OUT),,
Q2,게임종료,,,
Q2,0:01,이관희 턴오버,,
Q2,0:01,이관희 수비리바운드,,
Q2,0:02,,앤드류 니콜슨 3점슛시도,
Q2,0:22,,앤드류 니콜슨 수비리바운드,
Q2,0:23,치나누 오누아쿠 2점슛시도,,
Q2,0:44,,신승민 자유투성공,
Q2,0:44,,신승민 자유투시도,
Q2,0:44,이관희 교체(IN),,
Q2,0:44,김훈 교체(OUT),,
Q2,0:44,이선 알바노 교체(IN),,
Q2,0:44,유현준 교체(OUT),,
Q2,0:44,김훈 파울자유투,,
Q2,0:57,치나누 오누아쿠 어시스트,,
Q2,0:57,김영현 2점슛성공,,
Q2,1:15,,샘조세프 벨란겔 2점슛성공,
Q2,1:24,,앤드류 니콜슨 수비리바운드,
Q2,1:26,김영현 3점슛시도,,
Q2,1:32,치나누 오누아쿠 수비리바운드,,
Q2,1:33,,샘조세프 벨란겔 2점슛시도,
Q2,1:58,,작전시간,
Q2,1:58,강상재 턴오버,,
Q2,2:03,치나누 오누아쿠 공격리바운드,,
Q2,2:05,김훈 3점슛시도,,
Q2,2:11,김영현 수비리바운드,,
Q2,2:13,,김낙현 3점슛시도,
Q2,2:35,작전시간,,
Q2,2:35,,박지훈 교체(IN),
Q2,2:35,,김동량 교체(OUT),
Q2,2:37,,앤드류 니콜슨 수비리바운드,
Q2,2:38,치나누 오누아쿠 2점슛시도,,
Q2,2:47,유현준 수비리바운드,,
Q2,2:49,,김동량 2점슛시도,
Q2,3:07,,신승민 수비리바운드,
Q2,3:08,치나누 오누아쿠 자유투시도,,
Q2,3:09,,김동량 파울자유투,
Q2,3:09,유현준 어시스트,,
Q2,3:09,치나누 오누아쿠 2점슛성공,,
Q2,3:24,,앤드류 니콜슨 자유투성공,
Q2,3:24,,앤드류 니콜슨 자유투성공,
Q2,3:24,팀파울,,
Q2,3:24,김영현 파울자유투,,
Q2,3:29,,김낙현 교체(IN),
Q2,3:29,,정성우 교체(OUT),
Q2,3:29,김영현 교체(IN),,
Q2,3:29,이관희 교체(OUT),,
Q2,3:29,치나누 오누아쿠 교체(IN),,
Q2,3:29,로버트 카터 교체(OUT),,
Q2,3:29,,팀리바운드,
Q2,3:29,강상재 블록,,
Q2,3:29,,김동량 2점슛시도,
Q2,3:46,팀속공,,
Q2,3:47,유현준 어시스트,,
Q2,3:47,이관희 2점슛성공,,
Q2,3:52,강상재 수비리바운드,,
Q2,3:53,,앤드류 니콜슨 3점슛시도,
Q2,3:58,,앤드류 니콜슨 수비리바운드,
Q2,3:59,로버트 카터 2점슛시도,,
Q2,4:22,,샘조세프 벨란겔 2점슛성공,
Q2,4:44,로버트 카터 자유투성공,,
Q2,4:44,로버트 카터 자유투시도,,
Q2,4:44,,팀파울,
Q2,4:44,,김동량 파울자유투,
Q2,4:54,,샘조세프 벨란겔 2점슛성공,
Q2,5:14,이관희 자유투성공,,
Q2,5:14,이관희 자유투성공,,
Q2,5:14,,신승민 교체(IN),
Q2,5:14,,박지훈 교체(OUT),
Q2,5:14,김훈 교체(IN),,
Q2,5:14,박봉진 교체(OUT),,
Q2,5:14,,팀파울,
Q2,5:14,,정성우 파울자유투,
Q2,5:23,강상재 수비리바운드,,
Q2,5:24,,앤드류 니콜슨 3점슛시도,
Q2,5:35,이관희 3점슛성공,,
Q2,5:54,강상재 교체(IN),,
Q2,5:54,김종규 교체(OUT),,
Q2,5:54,,앤드류 니콜슨 교체(IN),
Q2,5:54,,유슈 은도예 교체(OUT),
Q2,5:54,,팀파울,
Q2,5:54,,정성우 파울,
Q2,5:57,박봉진 수비리바운드,,
Q2,5:58,로버트 카터 블록,,
Q2,5:58,,유슈 은도예 2점슛시도,
Q2,6:02,,샘조세프 벨란겔 수비리바운드,
Q2,6:05,로버트 카터 3점슛시도,,
Q2,6:15,,박지훈 2점슛성공,
Q2,6:29,,김동량 수비리바운드,
Q2,6:31,유현준 2점슛시도,,
Q2,6:45,로버트 카터 수비리바운드,,
Q2,6:46,,박지훈 3점슛시도,
Q2,6:56,팀파울,,
Q2,6:56,로버트 카터 파울,,
Q2,7:00,유현준 교체(IN),,
Q2,7:00,이선 알바노 교체(OUT),,
Q2,7:00,팀파울,,
Q2,7:00,이관희 파울,,
Q2,7:06,김종규 2점슛성공,,
Q2,7:07,김종규 공격리바운드,,
Q2,7:10,로버트 카터 2점슛시도,,
Q2,7:30,,샘조세프 벨란겔 어시스트,
Q2,7:30,,유슈 은도예 2점슛성공,
Q2,7:45,,작전시간,
Q2,7:45,팀파울,,
Q2,7:45,박봉진 파울,,
Q2,7:46,,김동량 수비리바운드,
Q2,7:47,,유슈 은도예 블록,
Q2,7:49,이선 알바노 2점슛시도,,
Q2,7:54,,박지훈 교체(IN),
Q2,7:54,,양재혁 교체(OUT),
Q2,7:54,,김동량 교체(IN),
Q2,7:54,,신승민 교체(OUT),
Q2,7:54,,팀파울,
Q2,7:54,,신승민 파울,
Q2,7:58,박봉진 공격리바운드,,
Q2,7:59,이관희 2점슛시도,,
Q2,8:07,박봉진 공격리바운드,,
Q2,8:08,박봉진 2점슛시도,,
Q2,8:09,박봉진 공격리바운드,,
Q2,8:10,로버트 카터 2점슛시도,,
Q2,8:33,,팀파울,
Q2,8:33,,양재혁 파울,
Q2,8:35,로버트 카터 수비리바운드,,
Q2,8:36,,유슈 은도예 2점슛시도,
Q2,8:45,이선 알바노 2점슛성공,,
Q2,9:05,,정성우 어시스트,
Q2,9:05,,양재혁 3점슛성공,
Q2,9:24,로버트 카터 2점슛성공,,
Q2,9:25,로버트 카터 공격리바운드,,
Q2,9:26,이선 알바노 2점슛시도,,
Q2,9:29,이선 알바노 수비리바운드,,
Q2,9:30,,양재혁 3점슛시도,
Q2,9:49,팀파울,,
Q2,9:49,이관희 파울,,
Q2,10:00,김종규 교체(IN),,
Q2,10:00,박봉진 교체(IN),,
Q2,10:00,강상재 교체(OUT),,
Q2,10:00,유현준 교체(OUT),,
Q2,게임시작,,,
Q2,10:00,,유슈 은도예 교체(IN),
Q2,10:00,,샘조세프 벨란겔 교체(IN),
Q2,10:00,,양재혁 교체(IN),
Q2,10:00,,정성우 교체(IN),
Q2,10:00,,신승민 교체(IN),
Q2,10:00,강상재 교체(IN),,
Q2,10:00,이선 알바노 교체(IN),,
Q2,10:00,이관희 교체(IN),,
Q2,10:00,로버트 카터 교체(IN),,
Q2,10:00,유현준 교체(IN),,
Q3,3쿼터 시작,,,
Q3,0:00,,유슈 은도예 교체(OUT),
Q3,0:00,,김동량 교체(OUT),
Q3,0:00,,양재혁 교체(OUT),
Q3,0:00,,박지훈 교체(OUT),
Q3,0:00,,정성우 교체(OUT),
Q3,0:00,치나누 오누아쿠 교체(OUT),,
Q3,0:00,강상재 교체(OUT),,
Q3,0:00,이관희 교체(OUT),,
Q3,0:00,유현준 교체(OUT),,
Q3,0:00,박봉진 교체(OUT),,
Q3,게임종료,,,
Q3,0:01,,박지훈 스틸,
Q3,0:01,유현준 턴오버,,
Q3,0:04,,팀속공,
Q3,0:04,,정성우 어시스트,
Q3,0:04,,양재혁 2점슛성공,
Q3,0:06,,정성우 스틸,
Q3,0:07,치나누 오누아쿠 턴오버,,
Q3,0:15,,김동량 교체(IN),
Q3,0:15,,신승민 교체(OUT),
Q3,0:15,,박지훈 교체(IN),
Q3,0:15,,샘조세프 벨란겔 교체(OUT),
Q3,0:15,,신승민 자유투성공,
Q3,0:15,치나누 오누아쿠 교체(IN),,
Q3,0:15,로버트 카터 교체(OUT),,
Q3,0:15,팀파울,,
Q3,0:15,박봉진 파울자유투,,
Q3,0:15,,양재혁 어시스트,
Q3,0:15,,신승민 2점슛성공,
Q3,0:22,,유슈 은도예 수비리바운드,
Q3,0:23,로버트 카터 2점슛시도,,
Q3,0:42,작전시간,,
Q3,0:42,,정성우 2점슛성공,
Q3,0:52,팀파울,,
Q3,0:52,박봉진 파울,,
Q3,0:52,,정성우 2점슛성공,
Q3,1:12,,팀리바운드,
Q3,1:13,이관희 2점슛시도,,
Q3,1:27,,정성우 어시스트,
Q3,1:27,,신승민 3점슛성공,
Q3,1:37,유현준 자유투성공,,
Q3,1:37,박봉진 교체(IN),,
Q3,1:37,김훈 교체(OUT),,
Q3,1:37,,팀파울,
Q3,1:37,,정성우 파울자유투,
Q3,1:37,팀속공,,
Q3,1:37,유현준 2점슛성공,,
Q3,1:39,유현준 수비리바운드,,
Q3,1:41,,샘조세프 벨란겔 3점슛시도,
Q3,2:05,,팀턴오버,
Q3,2:05,김훈 3점슛시도,,
Q3,2:32,,샘조세프 벨란겔 3점슛성공,
Q3,2:50,유현준 어시스트,,
Q3,2:50,로버트 카터 3점슛성공,,
Q3,2:58,이관희 수비리바운드,,
Q3,3:00,,양재혁 2점슛시도,
Q3,3:20,팀파울,,
Q3,3:20,김훈 파울,,
Q3,3:20,,유슈 은도예 수비리바운드,
Q3,3:21,김훈 3점슛시도,,
Q3,3:29,,양재혁 교체(IN),
Q3,3:29,,김동량 교체(OUT),
Q3,3:29,,정성우 교체(IN),
Q3,3:29,,김낙현 교체(OUT),
Q3,3:29,,유슈 은도예 교체(IN),
Q3,3:29,,앤드류 니콜슨 교체(OUT),
Q3,3:29,로버트 카터 교체(IN),,
Q3,3:29,치나누 오누아쿠 교체(OUT),,
Q3,3:29,,팀파울,
Q3,3:29,,샘조세프 벨란겔 파울,
Q3,3:33,치나누 오누아쿠 수비리바운드,,
Q3,3:34,,김동량 2점슛시도,
Q3,3:35,,김동량 공격리바운드,
Q3,3:37,,앤드류 니콜슨 2점슛시도,
Q3,4:00,이관희 어시스트,,
Q3,4:00,유현준 3점슛성공,,
Q3,4:20,,샘조세프 벨란겔 어시스트,
Q3,4:20,,앤드류 니콜슨 2점슛성공,
Q3,4:42,유현준 어시스트,,
Q3,4:42,치나누 오누아쿠 2점슛성공,,
Q3,4:51,치나누 오누아쿠 수비리바운드,,
Q3,4:53,,김낙현 2점슛시도,
Q3,5:18,김훈 교체(IN),,
Q3,5:18,김영현 교체(OUT),,
Q3,5:18,,신승민 교체(IN),
Q3,5:18,,박지훈 교체(OUT),
Q3,5:18,,팀리바운드,
Q3,5:18,강상재 3점슛시도,,
Q3,5:21,치나누 오누아쿠 공격리바운드,,
Q3,5:22,유현준 2점슛시도,,
Q3,5:46,,샘조세프 벨란겔 3점슛성공,
Q3,5:54,유현준 교체(IN),,
Q3,5:54,김종규 교체(OUT),,
Q3,5:54,강상재 교체(IN),,
Q3,5:54,이선 알바노 교체(OUT),,
Q3,5:54,팀파울,,
Q3,5:54,김영현 파울,,
Q3,5:57,,앤드류 니콜슨 수비리바운드,
Q3,5:58,이선 알바노 2점슛시도,,
Q3,6:02,치나누 오누아쿠 수비리바운드,,
Q3,6:03,,김낙현 3점슛시도,
Q3,6:21,치나누 오누아쿠 턴오버,,
Q3,6:23,,샘조세프 벨란겔 어시스트,
Q3,6:23,,김동량 2점슛성공,
Q3,6:39,,샘조세프 벨란겔 수비리바운드,
Q3,6:40,치나누 오누아쿠 2점슛시도,,
Q3,6:43,,김동량 교체(IN),
Q3,6:43,,양재혁 교체(OUT),
Q3,6:54,치나누 오누아쿠 수비리바운드,,
Q3,6:55,,양재혁 3점슛시도,
Q3,7:08,팀속공,,
Q3,7:09,이선 알바노 2점슛성공,,
Q3,7:15,김종규 수비리바운드,,
Q3,7:16,,앤드류 니콜슨 2점슛시도,
Q3,7:42,,양재혁 수비리바운드,
Q3,7:43,이선 알바노 2점슛시도,,
Q3,7:47,팀리바운드,,
Q3,7:49,이관희 2점슛시도,,
Q3,7:59,,팀파울,
Q3,7:59,,김낙현 파울,
Q3,8:02,,샘조세프 벨란겔 교체(IN),
Q3,8:02,,신승민 교체(OUT),
Q3,8:02,,팀파울,
Q3,8:02,,박지훈 파울,
Q3,8:16,,양재혁 어시스트,
Q3,8:16,,앤드류 니콜슨 3점슛성공,
Q3,8:24,,김낙현 수비리바운드,
Q3,8:26,이선 알바노 2점슛시도,,
Q3,8:36,치나누 오누아쿠 수비리바운드,,
Q3,8:37,,신승민 3점슛시도,
Q3,9:01,치나누 오누아쿠 자유투성공,,
Q3,9:01,,팀파울,
Q3,9:01,,신승민 파울자유투,
Q3,9:01,이선 알바노 어시스트,,
Q3,9:01,치나누 오누아쿠 2점슛성공,,
Q3,9:10,,앤드류 니콜슨 2점슛성공,
Q3,9:31,이선 알바노 어시스트,,
Q3,9:31,치나누 오누아쿠 2점슛성공,,
Q3,9:44,,앤드류 니콜슨 2점슛성공,
Q3,10:00,,양재혁 교체(IN),
Q3,10:00,,샘조세프 벨란겔 교체(OUT),
Q3,10:00,김종규 교체(IN),,
Q3,10:00,강상재 교체(OUT),,
Q3,게임시작,,,
Q3,10:00,,앤드류 니콜슨 교체(IN),
Q3,10:00,,샘조세프 벨란겔 교체(IN),
Q3,10:00,,박지훈 교체(IN),
Q3,10:00,,김낙현 교체(IN),
Q3,10:00,,신승민 교체(IN),
Q3,10:00,치나누 오누아쿠 교체(IN),,
Q3,10:00,강상재 교체(IN),,
Q3,10:00,이선 알바노 교체(IN),,
Q3,10:00,김영현 교체(IN),,
Q3,10:00,이관희 교체(IN),,
Q4,4쿼터 시작,,,
Q4,0:00,,곽정훈 교체(OUT),
Q4,0:00,,유슈 은도예 교체(OUT),
Q4,0:00,,양재혁 교체(OUT),
Q4,0:00,,조상열 교체(OUT),
Q4,0:00,,신주영 교체(OUT),
Q4,0:00,서민수 교체(OUT),,
Q4,0:00,김훈 교체(OUT),,
Q4,0:00,김시래 교체(OUT),,
Q4,0:00,로버트 카터 교체(OUT),,
Q4,0:00,박봉진 교체(OUT),,
Q4,게임종료,,,
Q4,0:10,,곽정훈 수비리바운드,
Q4,0:11,김시래 3점슛시도,,
Q4,0:17,박봉진 공격리바운드,,
Q4,0:18,로버트 카터 2점슛시도,,
Q4,0:29,김시래 스틸,,
Q4,0:30,,유슈 은도예 턴오버,
Q4,0:44,김시래 어시스트,,
Q4,0:44,로버트 카터 2점슛성공,,
Q4,0:55,박봉진 굿디펜스,,
Q4,0:55,,곽정훈 턴오버,
Q4,0:55,,팀파울,
Q4,0:55,,곽정훈 파울,
Q4,1:10,김훈 3점슛성공,,
Q4,1:12,김훈 공격리바운드,,
Q4,1:14,박봉진 3점슛시도,,
Q4,1:25,,양재혁 교체(IN),
Q4,1:25,,김낙현 교체(OUT),
Q4,1:25,,팀파울,
Q4,1:25,,조상열 파울,
Q4,1:34,,신주영 어시스트,
Q4,1:34,,곽정훈 3점슛성공,
Q4,1:42,,유슈 은도예 공격리바운드,
Q4,1:43,,곽정훈 3점슛시도,
Q4,2:03,로버트 카터 2점슛성공,,
Q4,2:15,박봉진 수비리바운드,,
Q4,2:18,,김낙현 3점슛시도,
Q4,2:24,,유슈 은도예 공격리바운드,
Q4,2:26,,신주영 자유투시도,
Q4,2:26,,신주영 자유투성공,
Q4,2:26,팀파울,,
Q4,2:26,서민수 파울자유투,,
Q4,2:34,,곽정훈 공격리바운드,
Q4,2:35,,김낙현 3점슛시도,
Q4,2:54,김시래 2점슛성공,,
Q4,3:19,작전시간,,
Q4,3:19,,김낙현 어시스트,
Q4,3:19,,유슈 은도예 2점슛성공,
Q4,3:25,,신주영 수비리바운드,
Q4,3:27,김훈 3점슛시도,,
Q4,3:38,로버트 카터 수비리바운드,,
Q4,3:40,,유슈 은도예 2점슛시도,
Q4,3:43,,조상열 공격리바운드,
Q4,3:44,,유슈 은도예 2점슛시도,
Q4,4:07,,곽정훈 수비리바운드,
Q4,4:09,로버트 카터 2점슛시도,,
Q4,4:16,,신주영 턴오버,
Q4,4:17,,조상열 교체(IN),
Q4,4:17,,정성우 교체(OUT),
Q4,4:17,로버트 카터 턴오버,,
Q4,4:32,,김낙현 3점슛성공,
Q4,4:43,,정성우 굿디펜스,
Q4,4:43,로버트 카터 턴오버,,
Q4,4:43,팀파울,,
Q4,4:43,로버트 카터 파울,,
Q4,4:46,로버트 카터 스틸,,
Q4,4:47,,신주영 턴오버,
Q4,5:07,김시래 어시스트,,
Q4,5:07,로버트 카터 2점슛성공,,
Q4,5:11,팀리바운드,,
Q4,5:12,김시래 3점슛시도,,
Q4,5:22,,유슈 은도예 턴오버,
Q4,5:39,김시래 어시스트,,
Q4,5:39,로버트 카터 덩크슛성공,,
Q4,5:51,,곽정훈 교체(IN),
Q4,5:51,,박지훈 교체(OUT),
Q4,5:51,,김낙현 교체(IN),
Q4,5:51,,샘조세프 벨란겔 교체(OUT),
Q4,5:51,,신주영 교체(IN),
Q4,5:51,,양재혁 교체(OUT),
Q4,5:51,박봉진 교체(IN),,
Q4,5:51,김영현 교체(OUT),,
Q4,5:51,김훈 교체(IN),,
Q4,5:51,강상재 교체(OUT),,
Q4,5:51,김시래 교체(IN),,
Q4,5:51,이선 알바노 교체(OUT),,
Q4,5:51,,팀파울,
Q4,5:51,,양재혁 파울,
Q4,5:52,로버트 카터 수비리바운드,,
Q4,5:53,,정성우 2점슛시도,
Q4,6:09,,샘조세프 벨란겔 수비리바운드,
Q4,6:10,이선 알바노 3점슛시도,,
Q4,6:25,,양재혁 어시스트,
Q4,6:25,,유슈 은도예 2점슛성공,
Q4,6:40,,정성우 수비리바운드,
Q4,6:41,,양재혁 블록,
Q4,6:42,이선 알바노 2점슛시도,,
Q4,6:46,로버트 카터 수비리바운드,,
Q4,6:47,,유슈 은도예 자유투시도,
Q4,6:53,팀파울,,
Q4,6:53,서민수 파울자유투,,
Q4,6:53,,유슈 은도예 2점슛성공,
Q4,7:00,,박지훈 교체(IN),
Q4,7:00,,신승민 교체(OUT),
Q4,7:00,서민수 교체(IN),,
Q4,7:00,김종규 교체(OUT),,
Q4,7:00,팀파울,,
Q4,7:00,이선 알바노 파울,,
Q4,7:13,이선 알바노 어시스트,,
Q4,7:13,김종규 2점슛성공,,
Q4,7:29,,유슈 은도예 어시스트,
Q4,7:29,,정성우 3점슛성공,
Q4,7:50,,신승민 수비리바운드,
Q4,7:52,김종규 2점슛시도,,
Q4,7:58,,팀속공,
Q4,7:59,,유슈 은도예 덩크슛성공,
Q4,8:03,,양재혁 스틸,
Q4,8:04,로버트 카터 턴오버,,
Q4,8:25,로버트 카터 교체(IN),,
Q4,8:25,치나누 오누아쿠 교체(OUT),,
Q4,8:25,작전시간,,
Q4,8:25,,정성우 어시스트,
Q4,8:25,,유슈 은도예 2점슛성공,
Q4,8:47,,유슈 은도예 수비리바운드,
Q4,8:49,이선 알바노 3점슛시도,,
Q4,8:56,,팀속공,
Q4,8:57,,유슈 은도예 2점슛성공,
Q4,8:57,,유슈 은도예 공격리바운드,
Q4,8:58,,정성우 2점슛시도,
Q4,9:06,,정성우 스틸,
Q4,9:07,김종규 턴오버,,
Q4,9:14,치나누 오누아쿠 수비리바운드,,
Q4,9:16,,정성우 3점슛시도,
Q4,9:24,팀파울,,
Q4,9:24,김종규 파울,,
Q4,9:39,,유슈 은도예 수비리바운드,
Q4,9:40,김영현 2점슛시도,,
Q4,10:00,,샘조세프 벨란겔 교체(IN),
Q4,10:00,,신승민 교체(IN),
Q4,10:00,,김동량 교체(OUT),
Q4,10:00,,박지훈 교체(OUT),
Q4,10:00,이선 알바노 교체(IN),,
Q4,10:00,김종규 교체(IN),,
Q4,10:00,김영현 교체(IN),,
Q4,10:00,이관희 교체(OUT),,
Q4,10:00,유현준 교체(OUT),,
Q4,10:00,박봉진 교체(OUT),,
Q4,게임시작,,,
Q4,10:00,,유슈 은도예 교체(IN),
Q4,10:00,,김동량 교체(IN),
Q4,10:00,,양재혁 교체(IN),
Q4,10:00,,박지훈 교체(IN),
Q4,10:00,,정성우 교체(IN),
Q4,10:00,치나누 오누아쿠 교체(IN),,
Q4,10:00,강상재 교체(IN),,
Q4,10:00,이관희 교체(IN),,
Q4,10:00,유현준 교체(IN),,
Q4,10:00,박봉진 교체(IN),,
Q5,4쿼터 시작,,,
Q5,0:00,,곽정훈 교체(OUT),
Q5,0:00,,유슈 은도예 교체(OUT),
Q5,0:00,,양재혁 교체(OUT),
Q5,0:00,,조상열 교체(OUT),
Q5,0:00,,신주영 교체(OUT),
Q5,0:00,서민수 교체(OUT),,
Q5,0:00,김훈 교체(OUT),,
Q5,0:00,김시래 교체(OUT),,
Q5,0:00,로버트 카터 교체(OUT),,
Q5,0:00,박봉진 교체(OUT),,
Q5,게임종료,,,
Q5,0:10,,곽정훈 수비리바운드,
Q5,0:11,김시래 3점슛시도,,
Q5,0:17,박봉진 공격리바운드,,
Q5,0:18,로버트 카터 2점슛시도,,
Q5,0:29,김시래 스틸,,
Q5,0:30,,유슈 은도예 턴오버,
Q5,0:44,김시래 어시스트,,
Q5,0:44,로버트 카터 2점슛성공,,
Q5,0:55,박봉진 굿디펜스,,
Q5,0:55,,곽정훈 턴오버,
Q5,0:55,,팀파울,
Q5,0:55,,곽정훈 파울,
Q5,1:10,김훈 3점슛성공,,
Q5,1:12,김훈 공격리바운드,,
